key,comp_level,set_number,match_number,team_key,a_Proc,start_Pos_5isBlue,a_reefAlgae,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,a_L3,end_Pos,a_L4,auto_Notes,tele_Notes,endgame_Notes,match_Scouter,a_L2,stuck_on_alg,a_Leave,a_Net,no_show,r1,b2,b3,ba_redscore,ba_bluescore,r2,r3,b1,ba_winning_alliance,ba_autoCoralPoints,ba_autoLineRobot1,ba_autoLineRobot2,ba_autoLineRobot3,ba_autoMobilityPoints,ba_autoPoints,ba_bargeBonusAchieved,ba_coopertitionCriteriaMet,ba_coralBonusAchieved,ba_endGameBargePoints,ba_endGameRobot1,ba_endGameRobot2,ba_endGameRobot3,ba_foulCount,ba_foulPoints,ba_g206Penalty,ba_g410Penalty,ba_g418Penalty,ba_g428Penalty,ba_netAlgaeCount,ba_rp,ba_techFoulCount,ba_teleopCoralCount,ba_teleopCoralPoints,ba_teleopPoints,ba_totalPoints,ba_wallAlgaeCount,ba_adjustPoints,ba_algaePoints,ba_autoBonusAchieved,ba_autoCoralCount
2025pncmp_qm45,qm,1,45,frc4061,0,3,0,0,0,0,2,0,0,0,3,5,0,1,None,0,"Slow, didn't do a lot","lots of seemingly unnecessary spinning, inaccurate, algae taking off didn't seem purposeful ",no attempts to climb,aw,0,0,0,0,0,frc1540,frc1425,frc4061,166,193,frc3826,frc957,frc3674,blue,48,Yes,Yes,Yes,9,57,1,0,0,24,DeepCage,DeepCage,None,0,0,0,0,0,0,2,5,0,34,104,136,193,0,0,8,1,7
2025pncmp_qm46,qm,1,46,frc7034,0,2,0,0,0,0,0,0,0,3,2,1,1,0,Deep Climb,3,had a three coal auto that worked well,efficient cycling but coal placement accuracy was questionable,their deep climb is a little slow,naman,0,0,1,0,0,frc7034,frc9023,frc360,207,189,frc2471,frc2522,frc9442,red,35,Yes,Yes,Yes,9,44,1,1,1,16,Parked,DeepCage,Parked,0,12,0,0,0,0,4,6,0,35,107,151,207,2,0,28,1,5
2025pncmp_qm46,qm,1,46,frc2471,0,3,0,0,0,0,4,1,2,0,6,0,1,0,Deep Climb,0,"A stopped, no coral score","struggling with L1, kinda accurate, ok with algae",easy deep cage,Cayden,0,0,1,0,0,frc7034,frc9023,frc360,207,189,frc2471,frc2522,frc9442,red,35,Yes,Yes,Yes,9,44,1,1,1,16,Parked,DeepCage,Parked,0,12,0,0,0,0,4,6,0,35,107,151,207,2,0,28,1,5
2025pncmp_qm46,qm,1,46,frc2522,0,4,0,0,0,0,0,0,0,2,5,5,4,0,Deep Climb,2,missed a coral could have gotten 3,they had very fast cycles because of ground collect and fast placing. the one issue is that they had to be very precise for ground collect which could give them some difficulties if the coral position is unfavorable or there is good defense,they were able to climb in decent time under 10-12 seconds,Hendrix Day,0,0,1,0,0,frc7034,frc9023,frc360,207,189,frc2471,frc2522,frc9442,red,35,Yes,Yes,Yes,9,44,1,1,1,16,Parked,DeepCage,Parked,0,12,0,0,0,0,4,6,0,35,107,151,207,2,0,28,1,5
2025pncmp_qm46,qm,1,46,frc9442,0,2,0,0,0,0,4,2,0,5,4,1,0,0,None,2,"got two coral on l4, missed the third though","Placed 10 coral in total, was kind of aimless in driving, and missed some coral, highly unreliable in algae barge, but can remove well","didn't park in time, cannot climb.",Dev Sharma,0,0,1,0,0,frc7034,frc9023,frc360,207,189,frc2471,frc2522,frc9442,red,21,Yes,Yes,Yes,9,30,0,1,1,2,None,None,Parked,0,0,0,0,0,0,4,2,2,35,123,159,189,3,0,34,1,3
2025pncmp_qm46,qm,1,46,frc9023,0,3,0,0,0,0,0,0,0,3,5,5,1,0,None,0,About to place preloaded on L4 but didn't,"Ran really good, fast cycles. Accurate place and ground collect on almost all levels, Speedy as well",Tried running more cycles in endgame,Pranav,0,0,1,0,0,frc7034,frc9023,frc360,207,189,frc2471,frc2522,frc9442,red,21,Yes,Yes,Yes,9,30,0,1,1,2,None,None,Parked,0,0,0,0,0,0,4,2,2,35,123,159,189,3,0,34,1,3
2025pncmp_qm46,qm,1,46,frc360,0,4,0,0,0,0,2,0,3,1,3,2,0,0,Park,1,didn't do very well over all,"Had a little trouble in taking coral, slow, innacurate",started with 5 seconds left but ran out of time while lining up ,aw,0,0,1,0,0,frc7034,frc9023,frc360,207,189,frc2471,frc2522,frc9442,red,21,Yes,Yes,Yes,9,30,0,1,1,2,None,None,Parked,0,0,0,0,0,0,4,2,2,35,123,159,189,3,0,34,1,3
2025pncmp_qm47,qm,1,47,frc2930,0,4,0,0,0,0,0,0,2,4,4,1,3,0,Deep Climb,3,3 coral successful auto,they are really fast and accurate. They kinda carried,really fast deep climb,Aarush,0,0,1,0,0,frc2930,frc2046,frc4469,147,225,frc2976,frc10416,frc4513,blue,31,Yes,Yes,Yes,9,40,0,1,1,4,Parked,None,Parked,0,0,0,0,0,0,2,2,0,25,77,107,147,3,0,26,1,5
2025pncmp_qm47,qm,1,47,frc2976,0,4,0,0,0,0,1,0,0,2,0,2,0,0,None,1,May not have actually scored that one L4. I mightve missed it.,Tended to run into partners a lot. Attempted to score L1 three or four times and always failed.,Ran out of time and wound up not scoring when match ended,Sam,0,0,1,0,0,frc2930,frc2046,frc4469,147,225,frc2976,frc10416,frc4513,blue,31,Yes,Yes,Yes,9,40,0,1,1,4,Parked,None,Parked,0,0,0,0,0,0,2,2,0,25,77,107,147,3,0,26,1,5
2025pncmp_qm47,qm,1,47,frc10416,0,3,0,0,0,0,1,0,0,1,3,0,0,0,Park,0,"Moved forward, and missed coral place, didn't do anything else.","Scored one coral on l4, somewhat barely, and 3 coral on l3, as well as removing one algae. For most of the match, they tried to ground collect coral, and wasn't quite working, even tried station collect and didn't work. Highly unreliable robot, definitely do not recommend.","Just parked, didn't try to climb, barely made it anyway.",Dev Sharma,0,0,1,0,0,frc2930,frc2046,frc4469,147,225,frc2976,frc10416,frc4513,blue,31,Yes,Yes,Yes,9,40,0,1,1,4,Parked,None,Parked,0,0,0,0,0,0,2,2,0,25,77,107,147,3,0,26,1,5
2025pncmp_qm47,qm,1,47,frc4513,0,4,0,0,0,0,1,0,0,4,3,5,1,0,Deep Climb,0,their auto broke they missed anid then they could not station collect ,"they were a very good coral bot could move fast and place very fast. Their cycles could be really fast if they station collected correctly, but could be slowed down if it they did not line up right. Had a weak alage game and had difficulty removing the alage from the reef (2 tries). Pretty consistent overall",they had a good and quick climb.,Hendrix Day,0,0,1,0,0,frc2930,frc2046,frc4469,147,225,frc2976,frc10416,frc4513,blue,28,Yes,Yes,Yes,9,37,1,1,1,24,DeepCage,DeepCage,None,0,0,0,0,0,0,4,6,0,42,136,188,225,2,0,28,1,4
2025pncmp_qm47,qm,1,47,frc2046,0,2,0,0,0,0,2,0,3,3,4,4,4,0,Deep Climb,3,"they placed all 3 well, 3.5 coral auto","very fast all around, very accurate with coral placing ",easy deep cage,cayden,0,0,1,0,0,frc2930,frc2046,frc4469,147,225,frc2976,frc10416,frc4513,blue,28,Yes,Yes,Yes,9,37,1,1,1,24,DeepCage,DeepCage,None,0,0,0,0,0,0,4,6,0,42,136,188,225,2,0,28,1,4
2025pncmp_qm47,qm,1,47,frc4469,0,3,0,0,0,0,1,1,0,2,3,2,0,0,Shallow Climb,1,"slow, takes a ehile","can take off and put on same time, inacurate",didn't take a long time,A,0,0,1,0,0,frc2930,frc2046,frc4469,147,225,frc2976,frc10416,frc4513,blue,28,Yes,Yes,Yes,9,37,1,1,1,24,DeepCage,DeepCage,None,0,0,0,0,0,0,4,6,0,42,136,188,225,2,0,28,1,4
2025pncmp_qm48,qm,1,48,frc1778,0,1,0,0,0,0,4,4,0,5,5,5,5,0,Park,2,"they are really fast, but their auto was a little slow, they didn't have enough time to score the 3rd","very fast and reliable at everything, they placed two coral too fast, one bounced out, and the other almost did",parked last minute,Aarush V,0,0,0,0,0,frc1778,frc4915,frc9446,201,190,frc9567,frc10079,frc3218,red,38,Yes,Yes,Yes,9,47,0,1,1,8,Parked,ShallowCage,None,0,0,0,0,0,0,6,5,0,35,110,154,201,2,0,36,1,6
2025pncmp_qm48,qm,1,48,frc9567,0,3,0,1,1,0,0,0,2,0,0,0,0,0,Park,0,Nothing special to be noted. Auto seems like it would be pretty consistent as it is so simple.,Scored algae in processor but then shifted to defense later. Defense was somewhat effective.,Park only,Sam,0,0,1,0,0,frc1778,frc4915,frc9446,201,190,frc9567,frc10079,frc3218,red,38,Yes,Yes,Yes,9,47,0,1,1,8,Parked,ShallowCage,None,0,0,0,0,0,0,6,5,0,35,110,154,201,2,0,36,1,6
2025pncmp_qm48,qm,1,48,frc10079,0,4,0,0,0,0,1,0,0,3,4,2,0,0,None,3,"Auto was actually pretty good, got a 3 coral auto on l4, and seemed pretty reliable.","Ran coral cycles as well as removing one algae, can't do it reliably and well though, but places on l4 relatively well, including l3 and l2. ","Didn't climb or park, as they were still placing coral, can really only place coral and can't do anything else.",Dev Sharma,0,0,1,0,0,frc1778,frc4915,frc9446,201,190,frc9567,frc10079,frc3218,red,38,Yes,Yes,Yes,9,47,0,1,1,8,Parked,ShallowCage,None,0,0,0,0,0,0,6,5,0,35,110,154,201,2,0,36,1,6
2025pncmp_qm48,qm,1,48,frc3218,0,4,1,0,0,0,0,0,1,0,4,1,0,0,Deep Climb,2,"was able to score twice and then remove an alage, not volatile",they were a good coral and alage bot. They were decent at scoring and collecting coral (ground collect). For alage could only do processor so the time would probally better spent on coral.,scary climb like last time they climbed then dropped then climbed again,Hendrix Day,0,0,1,0,0,frc1778,frc4915,frc9446,201,190,frc9567,frc10079,frc3218,red,35,Yes,Yes,Yes,9,44,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,2,3,0,28,94,146,190,3,0,26,1,5
2025pncmp_qm48,qm,1,48,frc4915,0,2,0,0,0,0,2,0,0,7,3,0,0,0,Park,3,"placed all 3 well, ","pretty fast coral cycles, focused on coral, ","park, had time to climb but no climb",cayden,0,0,1,0,0,frc1778,frc4915,frc9446,201,190,frc9567,frc10079,frc3218,red,35,Yes,Yes,Yes,9,44,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,2,3,0,28,94,146,190,3,0,26,1,5
2025pncmp_qm48,qm,1,48,frc9446,0,3,0,0,0,0,0,0,0,0,4,4,0,0,Park,0,"left, didn't attempt anything else","CorAl placement l2 consistent, slower at l3 and more inconsistent. Kinda slow overall","Seemed indecisive about coral VS park, but parked",Olivia ,0,0,1,0,0,frc1778,frc4915,frc9446,201,190,frc9567,frc10079,frc3218,red,35,Yes,Yes,Yes,9,44,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,2,3,0,28,94,146,190,3,0,26,1,5
2025pncmp_qm49,qm,1,49,frc4131,0,3,0,1,0,11,0,0,6,0,0,0,0,0,None,0,1 on l1 then a stop,Fast but only able to score in l1 and processor. ,"With 40 sec left, the defender ramed into it and broke one of their swerves, stopping them from climbing and scoring processor ",Aarush V,0,0,1,0,0,frc4131,frc5937,frc997,194,208,frc955,frc3636,frc1318,blue,24,Yes,Yes,No,6,30,0,1,1,2,None,Parked,None,0,0,0,0,0,0,4,1,0,30,110,164,194,6,0,52,0,4
2025pncmp_qm49,qm,1,49,frc955,0,2,0,0,0,0,0,0,0,4,4,5,0,0,Park,3,Fast 3 coral auto,"Really solid scoring on L2, 3 and 4. Pretty much never missed.",Park at last second,Sam,0,0,0,0,0,frc4131,frc5937,frc997,194,208,frc955,frc3636,frc1318,blue,24,Yes,Yes,No,6,30,0,1,1,2,None,Parked,None,0,0,0,0,0,0,4,1,0,30,110,164,194,6,0,52,0,4
2025pncmp_qm49,qm,1,49,frc3636,0,4,0,0,0,0,3,2,0,6,6,1,0,0,None,0,"Was frozen, didn't move this time during auto for some reason","Had pretty good and fast coral cycles, had a total of 13, 6 on l4, 6 on l3, and 1 on l2, but even better with the algae, as they removed 3 algae, and  put 2 algae in the net, honestly really good and consistent with putting algae in the net.","Didn't climb or park, cannot climb and was still placing coral.",Dev Sharma,0,0,0,0,0,frc4131,frc5937,frc997,194,208,frc955,frc3636,frc1318,blue,24,Yes,Yes,No,6,30,0,1,1,2,None,Parked,None,0,0,0,0,0,0,4,1,0,30,110,164,194,6,0,52,0,4
2025pncmp_qm49,qm,1,49,frc1318,0,2,0,0,0,0,2,0,0,7,6,2,0,0,Deep Climb,2,They get 2 in but finish auto with a coral loaded,"they were a very good coral bot with fast cycles 6-8 seconds on near side. They were able to place all levels, but l1 was not as good. They were able to collect and place fast. some cycles it took them longer to line up their robot. They were able to remove alage when reaching up to score coral",good climb but it was a little slow to raise up. around 12 seconds to climb,Hendrix Day,0,0,1,0,0,frc4131,frc5937,frc997,194,208,frc955,frc3636,frc1318,blue,14,Yes,Yes,Yes,9,23,1,1,1,14,DeepCage,Parked,None,0,0,0,0,0,0,11,6,0,30,115,185,208,2,0,56,1,2
2025pncmp_qm49,qm,1,49,frc5937,0,3,2,0,0,0,1,3,2,0,0,0,0,0,Park,0,"fast 2 algae barge auto, accurate ","algae only, very good at barge and processing ","park, no attempted to climb",cayden,0,0,0,2,0,frc4131,frc5937,frc997,194,208,frc955,frc3636,frc1318,blue,14,Yes,Yes,Yes,9,23,1,1,1,14,DeepCage,Parked,None,0,0,0,0,0,0,11,6,0,30,115,185,208,2,0,56,1,2
2025pncmp_qm49,qm,1,49,frc997,0,5,0,0,0,0,0,0,0,3,4,5,0,0,None,0,Did not attempt anything except going forward,"quite consistent, missed twiceish, a bit slow on lining up to place But overall good",did not attempt to climb or even park but instead continued to place coral,aw,0,0,1,0,0,frc4131,frc5937,frc997,194,208,frc955,frc3636,frc1318,blue,14,Yes,Yes,Yes,9,23,1,1,1,14,DeepCage,Parked,None,0,0,0,0,0,0,11,6,0,30,115,185,208,2,0,56,1,2
2025pncmp_qm5,qm,1,5,frc4061,0,2,0,0,0,0,0,0,0,0,5,3,2,0,Park,0,just left start zone and got in position to score l2 but didn't actually eject coral,extremely efficient coral placement cycles.,parked at the last moment,naman,0,0,1,0,0,frc4061,frc2147,frc2471,154,134,frc5937,frc4513,frc4125,red,17,Yes,Yes,Yes,9,26,1,1,1,16,Parked,DeepCage,Parked,0,0,0,0,0,0,7,6,0,22,72,128,154,2,0,40,1,3
2025pncmp_qm5,qm,1,5,frc5937,0,3,1,0,0,0,2,5,2,0,0,0,0,0,Deep Climb,0,"removed algea and scored net quickly, then a stoped","very good algea bot, unaware about their ability to place coral, they amazing at net",took 25 secs to barely off the ground,Aarush V,0,0,1,1,0,frc4061,frc2147,frc2471,154,134,frc5937,frc4513,frc4125,red,17,Yes,Yes,Yes,9,26,1,1,1,16,Parked,DeepCage,Parked,0,0,0,0,0,0,7,6,0,22,72,128,154,2,0,40,1,3
2025pncmp_qm5,qm,1,5,frc4513,0,4,0,0,0,0,1,0,0,5,0,3,1,0,Park,2,"Auto was good, placed one coral on l4, collected from station, and placed another one.","Cycled coral, collected from station, and placed coral on l4, l2, and one coral on l1. l4-l2 placing was good and quick, but l1 placing was unreliable and missed 4 times. Removed one algae as well.","Tried to deep climb, but took a long time positioning and ended up parking. Something seemed to snap when it attempted to climb the first time.",Dev Sharma,0,0,1,0,0,frc4061,frc2147,frc2471,154,134,frc5937,frc4513,frc4125,red,17,Yes,Yes,Yes,9,26,1,1,1,16,Parked,DeepCage,Parked,0,0,0,0,0,0,7,6,0,22,72,128,154,2,0,40,1,3
2025pncmp_qm5,qm,1,5,frc4125,0,1,0,0,0,0,0,1,2,0,0,0,0,0,None,0,"just left, maybe A stopped ","not fully accurate with algae, missed 2",not enough time to get parked or climbed ,cayden,0,0,1,0,0,frc4061,frc2147,frc2471,154,134,frc5937,frc4513,frc4125,red,6,Yes,Yes,Yes,9,15,1,0,0,14,None,DeepCage,Parked,0,0,0,0,0,0,7,2,0,16,71,119,134,1,0,34,1,2
2025pncmp_qm5,qm,1,5,frc2147,0,3,1,0,0,0,0,0,0,7,0,2,0,0,Deep Climb,0,Missed a Coral and alage attepted to score on L4 and in the barge.,"they were a good Coral robot. Smooth station collect, 8-10 second cycle while no other robot's or objects in the way. But will  be slowed down if their is stuff in the way. Missed one coral",Good deep climb. Took less than 8 seconds to climb. Not to long to line it up with cage.,Hendrix Day,0,0,1,0,0,frc4061,frc2147,frc2471,154,134,frc5937,frc4513,frc4125,red,6,Yes,Yes,Yes,9,15,1,0,0,14,None,DeepCage,Parked,0,0,0,0,0,0,7,2,0,16,71,119,134,1,0,34,1,2
2025pncmp_qm5,qm,1,5,frc2471,0,5,1,0,0,0,3,4,0,0,4,0,0,0,Park,0,missed 2 shots during auto...bad.,"coral scoring consistent but slow, with pauses. Seem a bit lost sometimes, esp when picking up algae from gtound","tried to climb over and over again, cage was still, but weren't able to.",oliv and anvi,0,0,1,0,0,frc4061,frc2147,frc2471,154,134,frc5937,frc4513,frc4125,red,6,Yes,Yes,Yes,9,15,1,0,0,14,None,DeepCage,Parked,0,0,0,0,0,0,7,2,0,16,71,119,134,1,0,34,1,2
2025pncmp_qm50,qm,1,50,frc2412,0,5,0,1,0,0,0,0,0,4,4,3,0,0,Deep Climb,0,"tried for one l4, but they missed","they are really fast and they have a really fast robot but, they need to work on strategy and climbing faster",almost didn't get off the ground but did less than a second before,Aarush,0,0,1,0,0,frc2412,frc3574,frc4512,195,113,frc9450,frc492,frc6443,red,23,Yes,Yes,Yes,9,32,1,0,1,24,DeepCage,DeepCage,None,0,8,0,0,0,0,4,6,0,33,115,155,195,0,0,16,1,4
2025pncmp_qm50,qm,1,50,frc9450,0,1,1,0,0,0,0,4,0,1,3,2,2,1,Deep Climb,1,Missed first L4,"Really fast net scoring. Also good all rounder for coral, seemed to avoid L4 in teleop though",Climbed without rush. They did still had a coral in the grabber when they climbed.,Sam,0,0,1,0,0,frc2412,frc3574,frc4512,195,113,frc9450,frc492,frc6443,red,23,Yes,Yes,Yes,9,32,1,0,1,24,DeepCage,DeepCage,None,0,8,0,0,0,0,4,6,0,33,115,155,195,0,0,16,1,4
2025pncmp_qm50,qm,1,50,frc492,0,3,0,0,0,0,0,0,0,5,2,0,0,0,None,0,"Left, and tried to place a coral, collect and place on l4, but missed both.","Cycled 7 coral, placing was slow and wobbly, so was station collect, but l4 and l3 placing was okay.",Was still trying to place more coral.,Dev Sharma,0,0,1,0,0,frc2412,frc3574,frc4512,195,113,frc9450,frc492,frc6443,red,23,Yes,Yes,Yes,9,32,1,0,1,24,DeepCage,DeepCage,None,0,8,0,0,0,0,4,6,0,33,115,155,195,0,0,16,1,4
2025pncmp_qm50,qm,1,50,frc6443,0,2,0,0,1,0,0,0,0,1,0,0,0,0,Deep Climb,0,their auto was underwhelming just enough to help secure the ranking point.,they struggled this match they only scored once then something broke and made it so they could not collect coral. After this they played a little defense but for less than 20 seconds so had a small impact,they were able to climb pretty fast in 8-10,Hendrix Day,0,1,1,0,0,frc2412,frc3574,frc4512,195,113,frc9450,frc492,frc6443,red,28,Yes,Yes,Yes,9,37,1,0,0,24,DeepCage,DeepCage,None,1,0,0,0,0,0,1,2,1,18,48,76,113,0,0,4,1,4
2025pncmp_qm50,qm,1,50,frc3574,0,3,0,0,0,0,0,0,0,0,0,0,5,0,Deep Climb,0,just leave no coral score,"very unreliable, takes way to long to collect at the station, very inaccurate aswell, missed alot of L1",deep cage takes time,cayden,0,0,1,0,0,frc2412,frc3574,frc4512,195,113,frc9450,frc492,frc6443,red,28,Yes,Yes,Yes,9,37,1,0,0,24,DeepCage,DeepCage,None,1,0,0,0,0,0,1,2,1,18,48,76,113,0,0,4,1,4
2025pncmp_qm50,qm,1,50,frc4512,0,5,0,0,0,0,2,1,0,4,4,1,0,0,None,3,"quite good, quick","doing okay got stuck on algae well doing barge, may have issues with keeping algae within its grasp, threw an algae outside, had only a couple misses ",waited till last second and therefor didn't make it,aw,0,7,1,0,0,frc2412,frc3574,frc4512,195,113,frc9450,frc492,frc6443,red,28,Yes,Yes,Yes,9,37,1,0,0,24,DeepCage,DeepCage,None,1,0,0,0,0,0,1,2,1,18,48,76,113,0,0,4,1,4
2025pncmp_qm51,qm,1,51,frc4450,0,3,2,0,0,0,2,1,0,0,4,2,0,0,Deep Climb,1,"1 l4, and 2 net, with 100%","they are really good at algae, but not as good at coral, as they missed one","they spent a full minute to climb, and they still barely made it",Aarush V,0,0,1,2,0,frc4450,frc1425,frc2557,232,225,frc2910,frc4061,frc488,red,39,Yes,Yes,Yes,9,48,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,9,6,0,35,110,184,232,2,0,48,1,6
2025pncmp_qm51,qm,1,51,frc2910,0,3,0,0,0,0,0,4,2,8,3,5,0,1,None,2,"Really good auto, got 4 coral, 2 on l4, 2 on l3. ","Had 16 coral, put 2 in the processor, and 4 in the net. Really good well rounded robot.",Climbed in two seconds.,Dev Sharma.,0,0,1,0,0,frc4450,frc1425,frc2557,232,225,frc2910,frc4061,frc488,red,39,Yes,Yes,Yes,9,48,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,9,6,0,35,110,184,232,2,0,48,1,6
2025pncmp_qm51,qm,1,51,frc4061,0,4,1,0,0,0,0,0,0,0,5,2,2,2,Park,0,decent auto,they did pretty well running cycles around jack n the bot,they barely parked,naman,0,0,0,0,0,frc4450,frc1425,frc2557,232,225,frc2910,frc4061,frc488,red,39,Yes,Yes,Yes,9,48,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,9,6,0,35,110,184,232,2,0,48,1,6
2025pncmp_qm51,qm,1,51,frc488,0,4,0,0,0,0,1,0,0,2,5,5,0,0,Park,2,they had a good auto but one missed and feel down,"they were able to station collect great, place good and move fast. It got better later in the match though. Did not focus alage accidentally removed one though. Did not get in our way. Good combo.",kept scoring and then went to park,Hendrix Day,0,4,1,0,0,frc4450,frc1425,frc2557,232,225,frc2910,frc4061,frc488,red,35,Yes,Yes,Yes,9,44,1,1,1,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,6,3,0,38,119,181,225,2,0,36,1,5
2025pncmp_qm51,qm,1,51,frc1425,0,2,0,0,0,0,1,0,0,5,6,3,0,0,Deep Climb,3,place well on all L4,"very accurate at coral placing, ",deep climb!!!!!,cayden,0,0,1,0,0,frc4450,frc1425,frc2557,232,225,frc2910,frc4061,frc488,red,35,Yes,Yes,Yes,9,44,1,1,1,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,6,3,0,38,119,181,225,2,0,36,1,5
2025pncmp_qm51,qm,1,51,frc2557,0,3,0,0,,,,,,,,,,0,None,0,,,,,0,0,0,0,0,frc4450,frc1425,frc2557,232,225,frc2910,frc4061,frc488,red,35,Yes,Yes,Yes,9,44,1,1,1,26,Parked,DeepCage,DeepCage,0,0,0,0,0,0,6,3,0,38,119,181,225,2,0,36,1,5
2025pncmp_qm52,qm,1,52,frc5468,0,4,0,0,0,2,1,0,0,5,4,1,0,0,Deep Climb,1,"got one, but their second didn't get registered on the sensor, so it didn't move","fast and reliable, they have a very good system and strat. They got stuck on algae once, but they got out.","4 sec climb, and spent 6 sec in air",Aarush,0,1,0,0,0,frc5468,frc4125,frc3826,195,96,frc4513,frc6343,frc6831,red,17,Yes,Yes,Yes,9,26,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,5,6,0,31,111,169,195,2,0,32,1,3
2025pncmp_qm52,qm,1,52,frc4513,0,4,0,1,0,0,2,0,0,2,4,4,1,0,Park,1,"Scored on coral on l1, and one on l4, was ok, but robot was moving somewhat slow.","Cycled 11 coral, cycle times were kind of slow though, but placing looked relatively accurate.","I think they climbed, but it was still touching the ground, so not sure.",Dev Sharma,0,0,1,0,0,frc5468,frc4125,frc3826,195,96,frc4513,frc6343,frc6831,red,17,Yes,Yes,Yes,9,26,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,5,6,0,31,111,169,195,2,0,32,1,3
2025pncmp_qm52,qm,1,52,frc6343,0,3,0,0,0,0,0,0,0,1,1,0,3,0,Deep Climb,0,not good accuracy and only attempted one l4,not good accuracy at all.,decent climb.,naman,0,0,1,0,0,frc5468,frc4125,frc3826,195,96,frc4513,frc6343,frc6831,red,17,Yes,Yes,Yes,9,26,1,1,1,26,DeepCage,DeepCage,Parked,0,0,0,0,0,0,5,6,0,31,111,169,195,2,0,32,1,3
2025pncmp_qm52,qm,1,52,frc6831,0,4,0,0,0,0,1,0,0,0,5,2,2,0,None,0,could not station collect to far away,"they were mainly a okay coral bot and could remove alage. They were not able to do l4 and struggled with l1. Good at others. They were okay at station collect, their placing was good, but they moved kind of slow and a little erratic. not the most consistent robot",Kept on trying to score,Hendrix Day,1,0,1,0,0,frc5468,frc4125,frc3826,195,96,frc4513,frc6343,frc6831,red,7,Yes,Yes,Yes,9,16,0,1,1,2,None,None,Parked,0,0,0,0,0,0,2,2,0,14,40,80,96,5,0,38,1,2
2025pncmp_qm52,qm,1,52,frc4125,0,1,0,0,0,0,0,0,0,0,0,2,3,0,None,0,"Left start, went to reef","Moves fast, not very good bot. Inaccurate at place and takes aver long time to move elevator up. Barely ran any cycles","Ran cycles to get coral RP, Got it",Pranav,0,0,1,0,0,frc5468,frc4125,frc3826,195,96,frc4513,frc6343,frc6831,red,7,Yes,Yes,Yes,9,16,0,1,1,2,None,None,Parked,0,0,0,0,0,0,2,2,0,14,40,80,96,5,0,38,1,2
2025pncmp_qm52,qm,1,52,frc3826,0,1,0,0,,,,,,,,,,0,None,0,,,,,0,0,0,0,0,frc5468,frc4125,frc3826,195,96,frc4513,frc6343,frc6831,red,7,Yes,Yes,Yes,9,16,0,1,1,2,None,None,Parked,0,0,0,0,0,0,2,2,0,14,40,80,96,5,0,38,1,2
2025pncmp_qm53,qm,1,53,frc9036,0,2,0,1,0,0,0,0,0,2,1,5,1,0,Deep Climb,0,Place l1 then a stoped,"they are fast, but their l4 takes a long time and their placing is a little unreliable",5 sec climb,Aarush V,0,0,1,0,0,frc9036,frc9567,frc4915,175,124,frc3674,frc2471,frc10416,red,22,Yes,Yes,Yes,9,31,1,1,1,14,Parked,DeepCage,None,0,2,0,0,0,0,1,6,0,32,112,142,175,2,0,16,1,4
2025pncmp_qm53,qm,1,53,frc3674,0,4,0,0,0,0,0,0,0,7,2,2,1,0,Deep Climb,1,"Missed two coral on l4, but was able to score one coral on l4.","Scored 12 coral, cycles were relatively fast, placing was pretty accurate, overall went well, however a couple times station collect took multiple times for it to be successful.","Was able to deep climb in the end, but not sure if it counted.",Dev Sharma,0,0,1,0,0,frc9036,frc9567,frc4915,175,124,frc3674,frc2471,frc10416,red,22,Yes,Yes,Yes,9,31,1,1,1,14,Parked,DeepCage,None,0,2,0,0,0,0,1,6,0,32,112,142,175,2,0,16,1,4
2025pncmp_qm53,qm,1,53,frc2471,0,4,2,0,0,0,4,0,2,0,3,3,2,1,None,0,tried a lot on auto as they cleared algae and scored coral,great at algae but decent on coral,they just kept scoring,naman,0,0,1,0,0,frc9036,frc9567,frc4915,175,124,frc3674,frc2471,frc10416,red,22,Yes,Yes,Yes,9,31,1,1,1,14,Parked,DeepCage,None,0,2,0,0,0,0,1,6,0,32,112,142,175,2,0,16,1,4
2025pncmp_qm53,qm,1,53,frc10416,0,2,0,0,0,24,1,0,0,2,0,0,0,0,Park,0,missed l4 and then stopped,"they struggled this match, the froze for the beginning of the match then struggled to place on l2. Took 3 trys and then removed the alage. Takes lots of time to line up. ('_')  ",just parked could not climb,Hendrix Day,0,0,1,0,0,frc9036,frc9567,frc4915,175,124,frc3674,frc2471,frc10416,red,24,Yes,Yes,Yes,9,33,0,1,1,6,Parked,Parked,Parked,1,0,0,0,0,0,2,2,0,19,65,91,124,2,0,20,1,4
